GPU: NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Train: 440,286, Dev: 1,166
Epoch 01 | 00100/06880 | loss 9.6121 | ppl 14944.70 | lr 7.5e-06 | 4.2s
Epoch 08 | 05300/06880 | loss 3.5893 | ppl 36.21 | lr 8.206099e-05 | 179.8s
Epoch 08 | 05400/06880 | loss 3.5894 | ppl 36.21 | lr 8.198435e-05 | 183.2s
Epoch 08 | 05500/06880 | loss 3.5897 | ppl 36.22 | lr 8.190792e-05 | 186.5s
Epoch 08 | 05600/06880 | loss 3.5898 | ppl 36.23 | lr 8.183171e-05 | 190.0s
Epoch 08 | 05700/06880 | loss 3.5903 | ppl 36.25 | lr 8.175571e-05 | 193.6s
Epoch 08 | 05800/06880 | loss 3.5902 | ppl 36.24 | lr 8.167992e-05 | 197.1s
Epoch 08 | 05900/06880 | loss 3.5901 | ppl 36.24 | lr 8.160433e-05 | 200.6s
Epoch 08 | 06000/06880 | loss 3.5902 | ppl 36.24 | lr 8.152896e-05 | 204.1s
Epoch 08 | 06100/06880 | loss 3.5904 | ppl 36.25 | lr 8.14538e-05 | 207.3s
Epoch 08 | 06200/06880 | loss 3.5905 | ppl 36.25 | lr 8.137885e-05 | 210.7s
Epoch 08 | 06300/06880 | loss 3.5906 | ppl 36.25 | lr 8.13041e-05 | 214.4s
Epoch 08 | 06400/06880 | loss 3.5906 | ppl 36.26 | lr 8.122955e-05 | 218.0s
Epoch 08 | 06500/06880 | loss 3.5907 | ppl 36.26 | lr 8.115522e-05 | 221.5s
Epoch 08 | 06600/06880 | loss 3.5907 | ppl 36.26 | lr 8.108108e-05 | 225.1s
Epoch 08 | 06700/06880 | loss 3.5910 | ppl 36.27 | lr 8.100715e-05 | 228.7s
Epoch 08 | 06800/06880 | loss 3.5909 | ppl 36.27 | lr 8.093342e-05 | 232.3s
Epoch 08 complete | train loss 3.5908 | dev loss 3.6313 | train BLEU 19.26 | dev BLEU 15.49 | 245.9s
Epoch 09 | 00100/06880 | loss 3.5181 | ppl 33.72 | lr 8.080121e-05 | 3.2s
Epoch 09 | 00200/06880 | loss 3.5212 | ppl 33.83 | lr 8.072804e-05 | 6.6s
Epoch 09 | 00300/06880 | loss 3.5295 | ppl 34.11 | lr 8.065507e-05 | 9.9s
Epoch 09 | 00400/06880 | loss 3.5339 | ppl 34.26 | lr 8.05823e-05 | 13.2s
Epoch 09 | 00500/06880 | loss 3.5319 | ppl 34.19 | lr 8.050972e-05 | 16.5s
Epoch 09 | 00600/06880 | loss 3.5319 | ppl 34.19 | lr 8.043734e-05 | 20.0s
Epoch 09 | 00700/06880 | loss 3.5332 | ppl 34.23 | lr 8.036515e-05 | 23.3s
Epoch 09 | 00800/06880 | loss 3.5332 | ppl 34.23 | lr 8.029316e-05 | 26.6s
Epoch 09 | 00900/06880 | loss 3.5336 | ppl 34.25 | lr 8.022136e-05 | 29.9s
Epoch 09 | 01000/06880 | loss 3.5337 | ppl 34.25 | lr 8.014975e-05 | 33.2s
Epoch 09 | 01100/06880 | loss 3.5353 | ppl 34.31 | lr 8.007834e-05 | 36.5s
Epoch 09 | 01200/06880 | loss 3.5346 | ppl 34.28 | lr 8.000711e-05 | 39.8s
Epoch 09 | 01300/06880 | loss 3.5343 | ppl 34.27 | lr 7.993608e-05 | 43.0s
Epoch 09 | 01400/06880 | loss 3.5342 | ppl 34.27 | lr 7.986523e-05 | 46.3s
Epoch 09 | 01500/06880 | loss 3.5362 | ppl 34.34 | lr 7.979457e-05 | 49.5s
Epoch 09 | 01600/06880 | loss 3.5351 | ppl 34.30 | lr 7.97241e-05 | 52.8s
Epoch 09 | 01700/06880 | loss 3.5353 | ppl 34.31 | lr 7.965382e-05 | 56.2s
Epoch 09 | 01800/06880 | loss 3.5359 | ppl 34.33 | lr 7.958372e-05 | 59.5s
Epoch 09 | 01900/06880 | loss 3.5366 | ppl 34.35 | lr 7.95138e-05 | 62.9s
Epoch 09 | 02000/06880 | loss 3.5370 | ppl 34.36 | lr 7.944407e-05 | 66.2s
Epoch 09 | 02100/06880 | loss 3.5372 | ppl 34.37 | lr 7.937452e-05 | 69.5s
Epoch 09 | 02200/06880 | loss 3.5375 | ppl 34.38 | lr 7.930516e-05 | 72.7s
Epoch 09 | 02300/06880 | loss 3.5368 | ppl 34.36 | lr 7.923597e-05 | 76.0s
Epoch 09 | 02400/06880 | loss 3.5371 | ppl 34.37 | lr 7.916697e-05 | 79.3s
Epoch 09 | 02500/06880 | loss 3.5368 | ppl 34.36 | lr 7.909815e-05 | 82.5s
Epoch 09 | 02600/06880 | loss 3.5369 | ppl 34.36 | lr 7.902951e-05 | 85.9s
Epoch 09 | 02700/06880 | loss 3.5373 | ppl 34.37 | lr 7.896104e-05 | 89.2s
Epoch 09 | 02800/06880 | loss 3.5377 | ppl 34.39 | lr 7.889275e-05 | 92.6s
Epoch 09 | 02900/06880 | loss 3.5377 | ppl 34.39 | lr 7.882464e-05 | 95.9s
Epoch 09 | 03000/06880 | loss 3.5379 | ppl 34.40 | lr 7.875671e-05 | 99.2s
Epoch 09 | 03100/06880 | loss 3.5384 | ppl 34.41 | lr 7.868895e-05 | 102.8s
Epoch 09 | 03200/06880 | loss 3.5389 | ppl 34.43 | lr 7.862136e-05 | 106.3s
Epoch 09 | 03300/06880 | loss 3.5390 | ppl 34.43 | lr 7.855395e-05 | 109.8s
Epoch 09 | 03400/06880 | loss 3.5389 | ppl 34.43 | lr 7.848671e-05 | 113.5s
Epoch 09 | 03500/06880 | loss 3.5392 | ppl 34.44 | lr 7.841965e-05 | 117.1s
Epoch 09 | 03600/06880 | loss 3.5397 | ppl 34.46 | lr 7.835275e-05 | 120.7s
Epoch 09 | 03700/06880 | loss 3.5397 | ppl 34.46 | lr 7.828603e-05 | 124.2s
Epoch 09 | 03800/06880 | loss 3.5398 | ppl 34.46 | lr 7.821948e-05 | 127.5s
Epoch 09 | 03900/06880 | loss 3.5397 | ppl 34.46 | lr 7.81531e-05 | 130.9s
Epoch 09 | 04000/06880 | loss 3.5402 | ppl 34.47 | lr 7.808688e-05 | 134.1s
Epoch 09 | 04100/06880 | loss 3.5403 | ppl 34.48 | lr 7.802083e-05 | 137.4s
Epoch 09 | 04200/06880 | loss 3.5406 | ppl 34.49 | lr 7.795496e-05 | 140.6s
Epoch 09 | 04300/06880 | loss 3.5406 | ppl 34.49 | lr 7.788924e-05 | 143.7s
Epoch 09 | 04400/06880 | loss 3.5410 | ppl 34.50 | lr 7.78237e-05 | 147.1s
Epoch 09 | 04500/06880 | loss 3.5409 | ppl 34.50 | lr 7.775831e-05 | 150.4s
Epoch 09 | 04600/06880 | loss 3.5412 | ppl 34.51 | lr 7.76931e-05 | 153.6s
Epoch 09 | 04700/06880 | loss 3.5414 | ppl 34.51 | lr 7.762804e-05 | 156.9s
Epoch 09 | 04800/06880 | loss 3.5418 | ppl 34.53 | lr 7.756315e-05 | 160.2s
Epoch 09 | 04900/06880 | loss 3.5421 | ppl 34.54 | lr 7.749843e-05 | 163.5s
Epoch 09 | 05000/06880 | loss 3.5422 | ppl 34.54 | lr 7.743386e-05 | 166.9s
Epoch 09 | 05100/06880 | loss 3.5420 | ppl 34.54 | lr 7.736946e-05 | 170.2s
Epoch 09 | 05200/06880 | loss 3.5424 | ppl 34.55 | lr 7.730521e-05 | 173.5s
Epoch 09 | 05300/06880 | loss 3.5427 | ppl 34.56 | lr 7.724113e-05 | 176.7s
Epoch 09 | 05400/06880 | loss 3.5428 | ppl 34.56 | lr 7.71772e-05 | 180.0s
Epoch 09 | 05500/06880 | loss 3.5428 | ppl 34.56 | lr 7.711343e-05 | 183.3s
Epoch 09 | 05600/06880 | loss 3.5426 | ppl 34.56 | lr 7.704982e-05 | 186.6s
Epoch 09 | 05700/06880 | loss 3.5428 | ppl 34.56 | lr 7.698637e-05 | 189.9s
Epoch 09 | 05800/06880 | loss 3.5429 | ppl 34.57 | lr 7.692308e-05 | 193.1s
Epoch 09 | 05900/06880 | loss 3.5428 | ppl 34.56 | lr 7.685994e-05 | 196.4s
Epoch 09 | 06000/06880 | loss 3.5428 | ppl 34.56 | lr 7.679695e-05 | 199.6s
Epoch 09 | 06100/06880 | loss 3.5427 | ppl 34.56 | lr 7.673412e-05 | 203.0s
Epoch 09 | 06200/06880 | loss 3.5428 | ppl 34.56 | lr 7.667145e-05 | 206.3s
Epoch 09 | 06300/06880 | loss 3.5430 | ppl 34.57 | lr 7.660892e-05 | 209.5s
Epoch 09 | 06400/06880 | loss 3.5431 | ppl 34.57 | lr 7.654655e-05 | 212.8s
Epoch 09 | 06500/06880 | loss 3.5430 | ppl 34.57 | lr 7.648434e-05 | 216.2s
Epoch 09 | 06600/06880 | loss 3.5430 | ppl 34.57 | lr 7.642227e-05 | 219.7s
Epoch 09 | 06700/06880 | loss 3.5431 | ppl 34.57 | lr 7.636035e-05 | 223.0s
Epoch 09 | 06800/06880 | loss 3.5429 | ppl 34.57 | lr 7.629859e-05 | 226.4s
Epoch 09 complete | train loss 3.5428 | dev loss 3.6006 | train BLEU 20.05 | dev BLEU 15.47 | 239.3s
Epoch 10 | 00100/06880 | loss 3.4688 | ppl 32.10 | lr 7.618779e-05 | 3.6s
Epoch 10 | 00200/06880 | loss 3.4784 | ppl 32.41 | lr 7.612644e-05 | 7.3s
Epoch 10 | 00300/06880 | loss 3.4792 | ppl 32.43 | lr 7.606524e-05 | 10.6s
Epoch 10 | 00400/06880 | loss 3.4799 | ppl 32.46 | lr 7.600419e-05 | 13.8s
Epoch 10 | 00500/06880 | loss 3.4812 | ppl 32.50 | lr 7.594328e-05 | 17.1s
Epoch 10 | 00600/06880 | loss 3.4817 | ppl 32.51 | lr 7.588252e-05 | 20.4s
Epoch 10 | 00700/06880 | loss 3.4847 | ppl 32.61 | lr 7.582191e-05 | 23.7s
Epoch 10 | 00800/06880 | loss 3.4854 | ppl 32.63 | lr 7.576144e-05 | 27.0s
Epoch 10 | 00900/06880 | loss 3.4859 | ppl 32.65 | lr 7.570112e-05 | 30.3s
Epoch 10 | 01000/06880 | loss 3.4853 | ppl 32.63 | lr 7.564094e-05 | 33.7s
Epoch 10 | 01100/06880 | loss 3.4882 | ppl 32.73 | lr 7.55809e-05 | 37.1s
Epoch 10 | 01200/06880 | loss 3.4890 | ppl 32.75 | lr 7.5521e-05 | 40.4s
Epoch 10 | 01300/06880 | loss 3.4893 | ppl 32.76 | lr 7.546125e-05 | 43.7s
Epoch 10 | 01400/06880 | loss 3.4909 | ppl 32.81 | lr 7.540164e-05 | 46.9s
Epoch 10 | 01500/06880 | loss 3.4914 | ppl 32.83 | lr 7.534217e-05 | 50.1s
Epoch 10 | 01600/06880 | loss 3.4921 | ppl 32.85 | lr 7.528284e-05 | 53.3s
Epoch 10 | 01700/06880 | loss 3.4926 | ppl 32.87 | lr 7.522365e-05 | 56.6s
Epoch 10 | 01800/06880 | loss 3.4929 | ppl 32.88 | lr 7.51646e-05 | 59.9s
Epoch 10 | 01900/06880 | loss 3.4919 | ppl 32.85 | lr 7.510569e-05 | 63.2s
Epoch 10 | 02000/06880 | loss 3.4925 | ppl 32.87 | lr 7.504692e-05 | 66.6s
Epoch 10 | 02100/06880 | loss 3.4937 | ppl 32.91 | lr 7.498828e-05 | 69.9s
Epoch 10 | 02200/06880 | loss 3.4934 | ppl 32.90 | lr 7.492979e-05 | 73.2s
Epoch 10 | 02300/06880 | loss 3.4939 | ppl 32.91 | lr 7.487143e-05 | 76.5s
Epoch 10 | 02400/06880 | loss 3.4944 | ppl 32.93 | lr 7.48132e-05 | 79.9s
Epoch 10 | 02500/06880 | loss 3.4940 | ppl 32.92 | lr 7.475511e-05 | 83.2s
Epoch 10 | 02600/06880 | loss 3.4945 | ppl 32.93 | lr 7.469716e-05 | 86.5s
Epoch 10 | 02700/06880 | loss 3.4945 | ppl 32.93 | lr 7.463934e-05 | 89.8s
Epoch 10 | 02800/06880 | loss 3.4942 | ppl 32.93 | lr 7.458165e-05 | 93.1s
Epoch 10 | 02900/06880 | loss 3.4954 | ppl 32.96 | lr 7.45241e-05 | 96.5s
Epoch 10 | 03000/06880 | loss 3.4956 | ppl 32.97 | lr 7.446668e-05 | 99.7s
Epoch 10 | 03100/06880 | loss 3.4955 | ppl 32.97 | lr 7.440939e-05 | 103.2s
Epoch 10 | 03200/06880 | loss 3.4955 | ppl 32.97 | lr 7.435224e-05 | 106.7s
Epoch 10 | 03300/06880 | loss 3.4958 | ppl 32.98 | lr 7.429522e-05 | 110.1s
Epoch 10 | 03400/06880 | loss 3.4962 | ppl 32.99 | lr 7.423832e-05 | 113.7s
Epoch 10 | 03500/06880 | loss 3.4967 | ppl 33.01 | lr 7.418156e-05 | 117.2s
Epoch 10 | 03600/06880 | loss 3.4970 | ppl 33.02 | lr 7.412493e-05 | 120.9s
Epoch 10 | 03700/06880 | loss 3.4973 | ppl 33.03 | lr 7.406843e-05 | 124.5s
Epoch 10 | 03800/06880 | loss 3.4977 | ppl 33.04 | lr 7.401206e-05 | 128.0s
Epoch 10 | 03900/06880 | loss 3.4977 | ppl 33.04 | lr 7.395581e-05 | 131.5s
Epoch 10 | 04000/06880 | loss 3.4977 | ppl 33.04 | lr 7.38997e-05 | 134.8s
Epoch 10 | 04100/06880 | loss 3.4981 | ppl 33.05 | lr 7.384371e-05 | 138.3s
Epoch 10 | 04200/06880 | loss 3.4981 | ppl 33.05 | lr 7.378785e-05 | 141.9s
Epoch 10 | 04300/06880 | loss 3.4985 | ppl 33.07 | lr 7.373211e-05 | 145.6s
Epoch 10 | 04400/06880 | loss 3.4989 | ppl 33.08 | lr 7.36765e-05 | 149.1s
Epoch 10 | 04500/06880 | loss 3.4993 | ppl 33.09 | lr 7.362102e-05 | 152.6s
Epoch 10 | 04600/06880 | loss 3.4995 | ppl 33.10 | lr 7.356566e-05 | 156.0s
Epoch 10 | 04700/06880 | loss 3.4997 | ppl 33.11 | lr 7.351043e-05 | 159.3s
Epoch 10 | 04800/06880 | loss 3.4997 | ppl 33.11 | lr 7.345532e-05 | 162.6s
Epoch 10 | 04900/06880 | loss 3.5002 | ppl 33.12 | lr 7.340033e-05 | 165.9s
Epoch 10 | 05000/06880 | loss 3.5003 | ppl 33.13 | lr 7.334547e-05 | 169.2s
Epoch 10 | 05100/06880 | loss 3.5010 | ppl 33.15 | lr 7.329073e-05 | 172.4s
Epoch 10 | 05200/06880 | loss 3.5008 | ppl 33.14 | lr 7.323611e-05 | 175.8s
Epoch 10 | 05300/06880 | loss 3.5009 | ppl 33.15 | lr 7.318162e-05 | 179.2s
Epoch 10 | 05400/06880 | loss 3.5011 | ppl 33.15 | lr 7.312724e-05 | 182.6s
Epoch 10 | 05500/06880 | loss 3.5015 | ppl 33.17 | lr 7.307299e-05 | 185.9s
Epoch 10 | 05600/06880 | loss 3.5015 | ppl 33.17 | lr 7.301886e-05 | 189.2s
Epoch 10 | 05700/06880 | loss 3.5015 | ppl 33.16 | lr 7.296485e-05 | 192.5s
Epoch 10 | 05800/06880 | loss 3.5014 | ppl 33.16 | lr 7.291095e-05 | 195.9s
Epoch 10 | 05900/06880 | loss 3.5013 | ppl 33.16 | lr 7.285718e-05 | 199.3s
Epoch 10 | 06000/06880 | loss 3.5014 | ppl 33.16 | lr 7.280353e-05 | 202.7s
Epoch 10 | 06100/06880 | loss 3.5017 | ppl 33.17 | lr 7.274999e-05 | 206.1s
Epoch 10 | 06200/06880 | loss 3.5017 | ppl 33.17 | lr 7.269657e-05 | 209.4s
Epoch 10 | 06300/06880 | loss 3.5017 | ppl 33.17 | lr 7.264327e-05 | 212.7s
Epoch 10 | 06400/06880 | loss 3.5019 | ppl 33.18 | lr 7.259009e-05 | 216.1s
Epoch 10 | 06500/06880 | loss 3.5022 | ppl 33.19 | lr 7.253702e-05 | 219.8s
Epoch 10 | 06600/06880 | loss 3.5022 | ppl 33.19 | lr 7.248407e-05 | 223.4s
Epoch 10 | 06700/06880 | loss 3.5025 | ppl 33.20 | lr 7.243124e-05 | 226.9s
Epoch 10 | 06800/06880 | loss 3.5027 | ppl 33.20 | lr 7.237852e-05 | 230.1s
Epoch 10 complete | train loss 3.5026 | dev loss 3.5672 | train BLEU 20.27 | dev BLEU 16.13 | 242.5s
{
  "best_epoch": 10,
  "best_dev_bleu": 16.132226569783963,
  "best_dev_loss": 3.5671728337093986,
  "best_model": "/data/student/i2311021/projects/100-swing-drill/chapter_10_2020/models/95_sentencepiece/best_model.pt",
  "batch_size": 64,
  "learning_rate": 0.0003,
  "optimizer": "adamw"
}
